,price,city,kms_driven,owner,age,power,brand
94,47000.0,Bangalore,8600.0,1.0,4.0,150.0,Bajaj
95,60000.0,Pune,2000.0,1.0,2.0,150.0,Bajaj
96,96700.0,Vadodara,5100.0,1.0,1.0,150.0,Suzuki
97,31900.0,Delhi,9000.0,1.0,5.0,100.0,Hero
98,35000.0,Visakhapatnam,44480.0,1.0,13.0,150.0,Bajaj
99,240000.0,Bangalore,11000.0,1.0,3.0,390.0,KTM
100,68000.0,Delhi,16000.0,1.0,7.0,250.0,Honda
101,80000.0,Bangalore,26691.0,1.0,5.0,200.0,Bajaj
102,135000.0,Bangalore,45000.0,1.0,5.0,350.0,Royal Enfield
103,11100.0,Pune,12000.0,,12.0,150.0,Bajaj
104,480000.0,Mumbai,14200.0,1.0,4.0,600.0,Benelli
105,65000.0,Thrissur,41000.0,1.0,3.0,150.0,Suzuki
106,60000.0,Bangalore,15000.0,1.0,5.0,150.0,Yamaha
107,80000.0,Bangalore,12314.0,1.0,4.0,150.0,Honda
108,46000.0,Delhi,11760.0,1.0,3.0,100.0,Hero
109,95000.0,Bangalore,22000.0,1.0,11.0,500.0,Royal Enfield
110,400000.0,Delhi,1800.0,1.0,4.0,650.0,Hyosung
111,55000.0,Bangalore,4400.0,1.0,4.0,150.0,Bajaj
112,63000.0,Delhi,16000.0,1.0,5.0,150.0,Yamaha
113,51000.0,Faridabad,9000.0,1.0,4.0,150.0,Bajaj
114,69900.0,Delhi,8700.0,1.0,3.0,160.0,TVS
115,125000.0,Gorakhpur,1342.0,1.0,4.0,200.0,Bajaj
116,210000.0,Kolkata,21000.0,1.0,6.0,300.0,Benelli
117,35900.0,Delhi,19000.0,1.0,5.0,125.0,Honda
118,67000.0,Delhi,13000.0,1.0,9.0,250.0,Honda
119,29339.0,Ernakulam,12771.0,1.0,4.0,100.0,Hero
120,19695.0,Ernakulam,51576.0,1.0,6.0,100.0,Hero
121,48672.0,Ernakulam,608.0,1.0,2.0,110.0,Hero
122,40000.0,Mumbai,13680.0,1.0,9.0,150.0,Honda
123,500000.0,Bangalore,285.0,1.0,5.0,600.0,Yamaha
124,800000.0,Mumbai,3.0,1.0,3.0,1299.0,Ducati
125,110000.0,Bangalore,24676.0,1.0,5.0,410.0,Royal Enfield
126,92500.0,Delhi,11000.0,1.0,6.0,350.0,Royal Enfield
127,57000.0,Bangalore,28948.0,1.0,5.0,200.0,Bajaj
128,72500.0,Delhi,10000.0,1.0,10.0,350.0,Royal Enfield
129,68000.0,Delhi,16000.0,1.0,9.0,200.0,KTM
130,21500.0,Barasat,10500.0,1.0,5.0,125.0,TVS
131,40000.0,Delhi,20000.0,1.0,6.0,160.0,TVS
132,91000.0,Delhi,18000.0,1.0,5.0,350.0,Royal Enfield
133,300000.0,Ghaziabad,3500.0,1.0,6.0,750.0,Harley-Davidson
134,47000.0,Jaipur,70000.0,1.0,6.0,150.0,Suzuki
135,53000.0,Bangalore,18158.0,1.0,6.0,150.0,Suzuki
136,51000.0,Bangalore,39140.0,1.0,5.0,150.0,Suzuki
137,48000.0,Bangalore,27776.0,1.0,8.0,220.0,Bajaj
138,55000.0,Bangalore,32734.0,1.0,6.0,220.0,Bajaj
139,173300.0,Vadodara,14000.0,1.0,2.0,410.0,Royal Enfield
140,77000.0,Delhi,13000.0,1.0,8.0,350.0,Royal Enfield
141,115000.0,Bangalore,5000.0,1.0,2.0,200.0,Bajaj
142,36000.0,Hyderabad,39500.0,1.0,7.0,150.0,Bajaj
143,72000.0,Hyderabad,29500.0,1.0,4.0,220.0,Bajaj
144,115000.0,Hyderabad,14900.0,1.0,3.0,350.0,Royal Enfield
145,65000.0,Mumbai,2000.0,1.0,3.0,125.0,Honda
146,99000.0,Mumbai,4000.0,1.0,2.0,150.0,Honda
147,68500.0,Delhi,68500.0,2.0,7.0,150.0,Yamaha
148,140000.0,Delhi,2473.0,1.0,2.0,150.0,Yamaha
149,130000.0,Delhi,9221.0,1.0,3.0,200.0,KTM
150,46000.0,Delhi,37128.0,1.0,7.0,200.0,Bajaj
151,30000.0,Delhi,16166.0,1.0,6.0,125.0,Hero
152,116000.0,Delhi,11716.0,1.0,3.0,400.0,Bajaj
153,130000.0,Delhi,8419.0,1.0,3.0,350.0,Royal Enfield
154,98000.0,Delhi,13459.0,1.0,5.0,350.0,Royal Enfield
155,85000.0,Delhi,14704.0,1.0,6.0,350.0,Royal Enfield
158,50000.0,Delhi,9200.0,1.0,4.0,150.0,Bajaj
159,100000.0,Bangalore,30294.0,1.0,5.0,350.0,Royal Enfield
160,66000.0,Delhi,19756.0,1.0,8.0,350.0,Royal Enfield
165,80000.0,Kolkata,12000.0,1.0,2.0,160.0,Honda
166,123600.0,Jaipur,7702.0,1.0,3.0,350.0,Royal Enfield
167,950000.0,Chennai,312.0,1.0,3.0,1300.0,Suzuki
168,107000.0,Ahmedabad,17000.0,1.0,4.0,350.0,Royal Enfield
169,600000.0,Bangalore,16000.0,1.0,5.0,821.0,Ducati
170,80000.0,Delhi,3500.0,1.0,3.0,150.0,Yamaha
171,75000.0,Bhubaneshwar,11050.0,1.0,4.0,150.0,Suzuki
172,43778.0,Ernakulam,948.0,1.0,2.0,125.0,Hero
173,118000.0,Delhi,11200.0,2.0,5.0,200.0,KTM
174,68000.0,Bangalore,10407.0,1.0,5.0,150.0,Yamaha
175,27000.0,Bangalore,23000.0,1.0,8.0,125.0,Bajaj
176,48500.0,Delhi,5500.0,1.0,2.0,100.0,Hero
177,15000.0,Delhi,38000.0,1.0,15.0,223.0,Hero
178,95000.0,Navi Mumbai,23000.0,1.0,5.0,200.0,KTM
179,145000.0,Amritsar,4500.0,1.0,4.0,200.0,KTM
180,62000.0,Delhi,11227.0,1.0,3.0,150.0,Yamaha
181,25000.0,Hyderabad,45000.0,1.0,9.0,100.0,Hero
182,700000.0,Ahmedabad,100.0,1.0,6.0,1198.0,Ducati
183,160000.0,Bangalore,3500.0,1.0,3.0,500.0,Royal Enfield
184,47500.0,Mumbai,30000.0,1.0,5.0,220.0,Bajaj
185,21000.0,Bagalkot,38000.0,1.0,9.0,150.0,Yamaha
186,18000.0,Bhopal,22000.0,1.0,12.0,125.0,Yamaha
187,36000.0,Bangalore,54560.0,1.0,8.0,223.0,Hero
188,52000.0,Bangalore,33150.0,1.0,6.0,150.0,Yamaha
189,435000.0,Jaipur,5550.0,2.0,7.0,883.0,Harley-Davidson
190,68000.0,Bangalore,12077.0,1.0,5.0,200.0,TVS
191,80000.0,Pune,5000.0,1.0,4.0,220.0,Bajaj
192,110800.0,Mumbai,13300.0,1.0,6.0,500.0,Royal Enfield
193,85000.0,Hyderabad,16000.0,1.0,2.0,160.0,TVS
194,145000.0,Bangalore,4000.0,1.0,2.0,350.0,Royal Enfield
195,145000.0,Bangalore,3000.0,1.0,3.0,400.0,Bajaj
196,149000.0,Mumbai,7000.0,1.0,3.0,350.0,Royal Enfield
197,60000.0,Mumbai,4000.0,1.0,2.0,100.0,Hero
198,140000.0,Mumbai,11000.0,1.0,4.0,350.0,Royal Enfield
199,85000.0,Mumbai,15000.0,1.0,7.0,200.0,KTM
200,86000.0,Mumbai,15000.0,1.0,3.0,220.0,Bajaj
201,115000.0,Hyderabad,15500.0,1.0,4.0,350.0,Royal Enfield
202,83000.0,Bangalore,500.0,1.0,3.0,150.0,Suzuki
207,28000.0,Bangalore,35251.0,1.0,12.0,180.0,Bajaj
208,14500.0,Delhi,35000.0,1.0,14.0,100.0,Hero
209,32000.0,Delhi,22000.0,1.0,5.0,110.0,Hero
210,62500.0,Delhi,26000.0,1.0,5.0,180.0,Bajaj
211,122500.0,Delhi,10000.0,1.0,3.0,150.0,Yamaha
212,24500.0,Delhi,15000.0,1.0,6.0,100.0,Bajaj
213,78500.0,Delhi,26000.0,1.0,4.0,200.0,TVS
214,102500.0,Delhi,21000.0,1.0,4.0,350.0,Royal Enfield
215,28000.0,Bangalore,28428.0,1.0,9.0,110.0,TVS
216,130000.0,Delhi,10149.0,1.0,3.0,350.0,Royal Enfield
217,130000.0,Delhi,7036.0,1.0,3.0,350.0,Royal Enfield
218,115000.0,Delhi,7593.0,1.0,4.0,400.0,Bajaj
219,96000.0,Delhi,17000.0,1.0,6.0,200.0,KTM
220,29500.0,Delhi,15798.0,1.0,4.0,100.0,Bajaj
221,100000.0,Hyderabad,4800.0,1.0,4.0,150.0,Yamaha
222,177982.0,Hamirpur(hp),7000.0,1.0,2.0,410.0,Royal Enfield
223,202000.0,Bangalore,11000.0,1.0,2.0,410.0,Royal Enfield
225,113000.0,Kottayam,28000.0,,6.0,200.0,KTM
226,45400.0,Delhi,23000.0,2.0,5.0,220.0,Bajaj
227,105000.0,Delhi,16000.0,1.0,4.0,350.0,Royal Enfield
228,885000.0,Delhi,300.0,1.0,2.0,959.0,Ducati
229,30000.0,Arrah,50000.0,1.0,6.0,150.0,Yamaha
230,22000.0,Delhi,22000.0,1.0,6.0,100.0,Bajaj
231,115000.0,Delhi,10000.0,1.0,4.0,350.0,Royal Enfield
232,55000.0,Patiala,3000.0,1.0,4.0,150.0,Bajaj
233,20000.0,Faridabad,55000.0,1.0,9.0,125.0,Bajaj
234,56000.0,Ranga Reddy,16500.0,1.0,4.0,110.0,Hero
235,28000.0,Mandi,36000.0,1.0,5.0,100.0,TVS
236,44000.0,Ludhiana,7329.0,1.0,3.0,125.0,Hero
237,190000.0,Mandya,8780.0,1.0,2.0,400.0,Bajaj
238,78000.0,Siliguri,20000.0,1.0,8.0,350.0,Royal Enfield
239,18787.0,Bangalore,28164.0,1.0,10.0,125.0,Honda
240,51500.0,Bangalore,20600.0,1.0,6.0,200.0,Bajaj
241,54200.0,Mumbai,5700.0,1.0,6.0,220.0,Bajaj
242,175000.0,Hyderabad,11277.0,1.0,3.0,500.0,Royal Enfield
243,48000.0,Aurangabad,26000.0,1.0,7.0,220.0,Bajaj
244,40000.0,Ludhiana,4000.0,1.0,5.0,110.0,Honda
245,102400.0,Kanpur,11600.0,1.0,4.0,400.0,Bajaj
246,65000.0,Chennai,8800.0,1.0,3.0,150.0,Yamaha
247,170000.0,Bhilwara,2100.0,1.0,4.0,390.0,KTM
248,12999.0,Meerut,65000.0,1.0,13.0,150.0,Bajaj
249,87000.0,Mumbai,20000.0,1.0,6.0,200.0,KTM
250,45600.0,Rewari,18000.0,2.0,5.0,220.0,Bajaj
251,42000.0,Ahmednagar,58000.0,1.0,7.0,180.0,Bajaj
252,47000.0,Delhi,24445.0,1.0,8.0,200.0,Bajaj
253,31000.0,Delhi,34525.0,1.0,7.0,100.0,Bajaj
254,72500.0,Bangalore,19000.0,1.0,4.0,150.0,Suzuki
255,80999.0,Wardha,4000.0,1.0,3.0,150.0,Suzuki
256,85000.0,Chandigarh,9148.0,1.0,6.0,200.0,Bajaj
257,60000.0,Mumbai,16000.0,1.0,5.0,160.0,TVS
258,148999.0,Ranchi,3694.0,1.0,4.0,400.0,Bajaj
259,49000.0,Bangalore,7524.0,1.0,5.0,150.0,Bajaj
260,30000.0,Delhi,23000.0,1.0,8.0,100.0,Hero
261,140000.0,Panvel,12800.0,1.0,6.0,200.0,KTM
262,237818.0,Delhi,1440.0,1.0,2.0,390.0,KTM
265,23600.0,Delhi,22672.0,2.0,6.0,150.0,Yamaha
266,100000.0,Bangalore,25000.0,1.0,8.0,500.0,Royal Enfield
267,160700.0,Hyderabad,10000.0,1.0,3.0,200.0,KTM
268,78000.0,Thane,34200.0,1.0,6.0,350.0,Royal Enfield
269,45000.0,Jabalpur,7000.0,1.0,4.0,150.0,Bajaj
270,60000.0,Gurgaon,3490.0,1.0,9.0,350.0,Royal Enfield
271,150000.0,Kota,7500.0,1.0,5.0,200.0,KTM
272,37000.0,Mumbai,13500.0,1.0,5.0,150.0,Bajaj
273,125000.0,Navi Mumbai,11000.0,1.0,5.0,350.0,Royal Enfield
274,70000.0,Mumbai,56353.0,1.0,5.0,200.0,Bajaj
275,40000.0,Rohtak,25000.0,1.0,7.0,220.0,Bajaj
276,62000.0,Delhi,1123.0,1.0,2.0,125.0,Yamaha
277,280000.0,Bangalore,1500.0,1.0,2.0,650.0,Royal Enfield
278,44000.0,Rajkot,15000.0,1.0,4.0,150.0,Bajaj
279,85000.0,Mumbai,31000.0,1.0,7.0,350.0,Royal Enfield
280,51000.0,Gurgaon,28000.0,1.0,5.0,220.0,Bajaj
281,75000.0,Delhi,11460.0,1.0,3.0,220.0,Bajaj
282,160000.0,Ghaziabad,23000.0,1.0,5.0,390.0,KTM
283,106000.0,Delhi,1175.0,1.0,2.0,200.0,Bajaj
284,599999.0,Mumbai,7800.0,,5.0,675.0,Triumph
285,85000.0,Delhi,15000.0,1.0,7.0,250.0,Honda
286,31500.0,Ahmedabad,28653.0,1.0,8.0,100.0,Hero
287,150000.0,Ahmednagar,8000.0,2.0,6.0,250.0,Hyosung
288,210000.0,Hosur,2100.0,1.0,2.0,295.0,Jawa
289,50000.0,Delhi,3300.0,1.0,4.0,125.0,Bajaj
290,29300.0,Varanasi,19000.0,1.0,6.0,100.0,Bajaj
291,35740.0,Rohtak,20400.0,1.0,4.0,125.0,Bajaj
292,24500.0,Rajkot,25000.0,1.0,10.0,150.0,Yamaha
293,45000.0,Kanpur,18000.0,1.0,7.0,223.0,Hero
294,210000.0,Chennai,12000.0,1.0,4.0,390.0,KTM
298,71000.0,Delhi,11000.0,1.0,9.0,350.0,Royal Enfield
303,80400.0,24 Pargana,5100.0,2.0,4.0,250.0,Yamaha
304,135000.0,Delhi,2200.0,1.0,4.0,350.0,Royal Enfield
305,350000.0,Mumbai,3100.0,1.0,6.0,750.0,Harley-Davidson
306,57000.0,Delhi,1500.0,1.0,11.0,223.0,Hero
307,76000.0,Jalandhar,3000.0,1.0,2.0,200.0,Hero
308,42100.0,Kota,22560.0,1.0,11.0,150.0,Bajaj
309,73000.0,Ludhiana,16658.0,1.0,6.0,150.0,Yamaha
310,366000.0,Delhi,3135.0,1.0,3.0,302.0,Benelli
311,61200.0,Banka,29000.0,2.0,3.0,160.0,Honda
312,82000.0,Delhi,29860.0,1.0,7.0,350.0,Royal Enfield
313,120000.0,Chennai,12000.0,1.0,5.0,350.0,Royal Enfield
315,80000.0,Delhi,7000.0,1.0,3.0,160.0,TVS
316,81800.0,Bangalore,3700.0,1.0,2.0,150.0,Suzuki
317,45900.0,Delhi,27000.0,1.0,6.0,220.0,Bajaj
319,86200.0,Bangalore,9300.0,1.0,4.0,200.0,Bajaj
320,40000.0,Delhi,9000.0,1.0,3.0,100.0,Hero
321,10000.0,Mumbai,21389.0,1.0,12.0,150.0,Hero
322,155000.0,Nagpur,13500.0,1.0,5.0,250.0,Hyosung
323,46000.0,Mumbai,24374.0,1.0,6.0,200.0,Bajaj
324,215000.0,Noida,9600.0,1.0,4.0,390.0,KTM
326,23000.0,Delhi,37000.0,1.0,7.0,110.0,Honda
327,55250.0,Pune,7781.0,2.0,3.0,220.0,Bajaj
328,58000.0,Delhi,7758.0,1.0,2.0,110.0,Hero
329,66000.0,Delhi,8000.0,1.0,3.0,150.0,Yamaha
330,55000.0,Hyderabad,32000.0,1.0,7.0,223.0,Hero
331,89730.0,Mumbai,12100.0,1.0,9.0,500.0,Royal Enfield
332,108000.0,Nagpur,26811.0,1.0,6.0,350.0,Royal Enfield
333,314100.0,Hyderabad,13500.0,1.0,3.0,320.0,Yamaha
334,125000.0,Hyderabad,16500.0,1.0,39.0,350.0,Royal Enfield
335,18800.0,Faridabad,10401.0,1.0,8.0,100.0,Hero
336,417000.0,Delhi,13000.0,2.0,5.0,750.0,Harley-Davidson
337,105000.0,Chennai,20500.0,1.0,4.0,400.0,Bajaj
338,20000.0,Bangalore,19211.0,1.0,6.0,110.0,Honda
339,88000.0,Chandigarh,22500.0,1.0,10.0,350.0,Royal Enfield
340,47000.0,Banki,14009.0,1.0,2.0,125.0,Bajaj
341,95000.0,Delhi,11000.0,1.0,2.0,220.0,Bajaj
342,108000.0,Pune,2982.0,1.0,3.0,150.0,Yamaha
343,186100.0,Delhi,12000.0,1.0,3.0,390.0,KTM
344,81500.0,Pali,3000.0,1.0,1.0,125.0,Honda
345,20000.0,Chhatarpur,30806.0,1.0,5.0,100.0,Bajaj
346,15000.0,Mumbai,55000.0,2.0,13.0,150.0,Bajaj
347,39000.0,Ludhiana,5000.0,1.0,5.0,150.0,Bajaj
348,102500.0,Delhi,29000.0,1.0,5.0,350.0,Royal Enfield
349,87000.0,Delhi,15000.0,1.0,7.0,350.0,Royal Enfield
350,118000.0,Hyderabad,14500.0,1.0,3.0,400.0,Bajaj
351,131100.0,Gurgaon,6200.0,1.0,4.0,350.0,Royal Enfield
355,42000.0,Delhi,19000.0,1.0,5.0,160.0,Honda
356,45000.0,Katihar,15000.0,1.0,4.0,110.0,Honda
359,255000.0,Mohali,2200.0,1.0,3.0,310.0,BMW
360,78700.0,Rudrapur,3710.0,1.0,2.0,160.0,TVS
361,62800.0,Mumbai,38400.0,2.0,7.0,250.0,Honda
362,35000.0,Delhi,18000.0,1.0,6.0,150.0,Bajaj
363,33800.0,Delhi,17000.0,1.0,5.0,150.0,Bajaj
364,125000.0,Coimbatore,21000.0,,11.0,250.0,Kawasaki
365,146000.0,Hyderabad,4700.0,1.0,5.0,410.0,Royal Enfield
366,569400.0,Jajpur,3174.0,1.0,6.0,899.0,Benelli
367,1900000.0,Chennai,1700.0,1.0,6.0,1800.0,Indian
368,600000.0,Bhubaneshwar,230.0,1.0,1.0,650.0,Kawasaki
369,185000.0,Kolkata,3000.0,1.0,2.0,200.0,KTM
370,32000.0,Delhi,32000.0,1.0,5.0,100.0,Hero
371,38000.0,Delhi,21000.0,1.0,4.0,125.0,Hero
372,35000.0,Bangalore,38717.0,1.0,5.0,150.0,Bajaj
373,42000.0,Bangalore,1999.0,1.0,3.0,150.0,Hero
374,9350.0,Bangalore,39822.0,2.0,13.0,150.0,TVS
375,330000.0,Mumbai,7500.0,1.0,5.0,650.0,Kawasaki
376,36500.0,Ahmednagar,23000.0,1.0,7.0,100.0,Hero
377,38000.0,Pune,17376.0,2.0,5.0,100.0,Hero
378,75000.0,Faridabad,33000.0,1.0,8.0,350.0,Royal Enfield
381,230000.0,Chennai,9500.0,1.0,4.0,300.0,Benelli
382,31500.0,Delhi,20000.0,1.0,8.0,160.0,TVS
385,46000.0,Chennai,35000.0,1.0,16.0,350.0,Royal Enfield
386,109900.0,Delhi,8600.0,1.0,5.0,350.0,Royal Enfield
388,35000.0,Delhi,18000.0,1.0,5.0,150.0,Bajaj
389,65000.0,Delhi,18000.0,1.0,3.0,160.0,Bajaj
390,175000.0,Bangalore,1800.0,1.0,2.0,295.0,Jawa
391,126000.0,Bangalore,23000.0,1.0,4.0,350.0,Royal Enfield
392,25000.0,Hyderabad,29000.0,1.0,9.0,125.0,Honda
393,89000.0,Mumbai,5000.0,1.0,2.0,150.0,Honda
394,160000.0,Mumbai,7500.0,1.0,2.0,350.0,Royal Enfield
395,130000.0,Mumbai,15000.0,1.0,2.0,200.0,Bajaj
396,33500.0,Pune,26000.0,2.0,12.0,125.0,Honda
397,128000.0,Bangalore,8000.0,1.0,3.0,150.0,Yamaha
398,143000.0,Bangalore,7000.0,1.0,3.0,350.0,Royal Enfield
399,31000.0,Bangalore,31464.0,2.0,9.0,135.0,Bajaj
400,72000.0,Delhi,7419.0,1.0,3.0,150.0,Suzuki
401,108500.0,Delhi,10000.0,1.0,2.0,200.0,TVS
402,74500.0,Delhi,10000.0,1.0,4.0,220.0,Bajaj
403,24000.0,Delhi,6300.0,1.0,4.0,100.0,Bajaj
404,80000.0,Delhi,17000.0,1.0,3.0,220.0,Bajaj
405,81000.0,Bangalore,22000.0,1.0,3.0,220.0,Bajaj
406,115000.0,Delhi,15000.0,2.0,5.0,350.0,Royal Enfield
419,56500.0,Delhi,10000.0,1.0,2.0,110.0,Hero
420,75000.0,Bangalore,16000.0,1.0,4.0,220.0,Bajaj
421,72000.0,Bangalore,32542.0,1.0,6.0,150.0,Yamaha
422,73000.0,Bangalore,7461.0,1.0,4.0,150.0,Suzuki
423,69500.0,Delhi,28000.0,1.0,6.0,200.0,Bajaj
424,78500.0,Delhi,9800.0,1.0,3.0,160.0,TVS
425,87000.0,Delhi,7000.0,1.0,2.0,160.0,TVS
426,40000.0,Delhi,16688.0,2.0,6.0,180.0,TVS
427,145000.0,Thane,16000.0,1.0,5.0,300.0,Mahindra
428,265000.0,Bangalore,12900.0,1.0,2.0,650.0,Royal Enfield
429,235000.0,Bangalore,7000.0,1.0,4.0,300.0,Benelli
430,400000.0,Noida,3000.0,1.0,6.0,750.0,Harley-Davidson
431,30000.0,Pune,11000.0,1.0,13.0,110.0,Honda
432,140000.0,Nagpur,14000.0,1.0,5.0,200.0,KTM
433,98000.0,Bangalore,17000.0,1.0,3.0,250.0,Yamaha
434,74500.0,Delhi,5432.0,2.0,6.0,350.0,Royal Enfield
435,75000.0,Bangalore,3419.0,1.0,3.0,200.0,TVS
436,27500.0,Mysore,25757.0,1.0,8.0,125.0,Hero
437,10200.0,Delhi,71474.0,1.0,12.0,150.0,TVS
438,57000.0,Bangalore,17000.0,1.0,5.0,150.0,Bajaj
439,21000.0,Delhi,34688.0,1.0,13.0,160.0,TVS
440,68500.0,Delhi,8100.0,1.0,3.0,160.0,Bajaj
441,174500.0,Delhi,7900.0,1.0,3.0,250.0,KTM
